id_venda;id_pedido;data_venda;id_cliente;id_produto;quantidade;preco_tabela_brl;desconto_pct;preco_unitario_brl;valor_bruto_brl;valor_desconto_brl;valor_liquido_brl;custo_total_brl;canal_venda;forma_pagamento
24963;107229;10/04/2024;107;37;2;1133,17;8,93;1031,94;2266,34;202,46;2063,88;1168,45;Televendas;Boleto 14
24964;107229;2024-04-10;107;21;6;1330,44;12,92;1158,52;7982,64;1031,53;6951,11;5848,45;Televendas;Boleto 14
24965;107230;10/04/2024;23;40;6;365,46;1,88;358,60;2192,76;41,16;2151,60;1130,52;Vendedor Externo;Cartao
24966;107230;10/04/2024;23;12;6;3017,53;4,20;2890,80;18105,18;760,41;17344,77;11455,87;Vendedor Externo;Cartao
24967;107230;2024-04-10;23;1;1;55,03;3,01;53,37;55,03;1,66;53,37;29,46;Vendedor Externo;Cartao
24968;107230;2024-04-10;23;27;4;62,40;11,54;55,20;249,60;28,82;220,78;115,82;Vendedor Externo;Cartao
24969;107230;2024-04-10;23;37;2;1133,17;4,79;1078,87;2266,34;108,60;2157,74;1168,45;Vendedor Externo;
24970;107231;10/04/2024;101;33;6;537,85;14,08;462,13;3227,10;454,32;2772,78;1604,35;Televendas;Boleto 30/60/90
24971;107231;10/04/2024;101;38;24;1288,45;15,78;1085,09;30922,80;4880,63;26042,17;15942,75;Televendas;Boleto 30/60/90
24972;107231;10/04/2024;101;24;48;2050,30;18,19;1677,27;98414,40;17905,56;80508,84;72102,86;Televendas;Boleto 30/60/90
24973;107231;10/04/2024;101;11;6;2101,99;22,03;1638,91;12611,94;2778,49;9833,45;7980,06;Televendas;Boleto 30/60/90
24974;107231;10/04/2024;101;39;24;1299,96;12,53;1137,08;31199,04;3909,09;27289,95;16085,21;Televendas;Boleto 30/60/90
24975;107231;10/04/2024;101;28;60;116,53;16,55;97,24;6991,80;1157,32;5834,48;3244,32;Televendas;Boleto 30/60/90
24976;107231;10/04/2024;101;40;12;365,46;14,03;314,20;4385,52;615,13;3770,39;2261,03;Televendas;Boleto 30/60/90
24977;107231;10/04/2024;101;17;24;1251,77;17,45;1033,34;30042,48;5242,34;24800,14;16727,99;Televendas;Boleto 30/60/90
24978;107231;2024-04-10;101;27;60;62,40;18,45;50,89;3744,00;690,67;3053,33;1737,25;Televendas;Boleto 30/60/90
24979;107231;10/04/2024;101;16;12;1747,20;17,21;1446,46;20966,40;3608,92;17357,48;11674,33;Televendas;Boleto 30/60/90
24980;107231;10/04/2024;101;32;12;463,15;14,52;395,90;5557,80;806,99;4750,81;2763,10;Televendas;Boleto 30/60/90
24981;107232;10/04/2024;187;1;1;55,03;0,00;55,03;55,03;0,00;55,03;29,46;Vendedor Externo;Cartao
24982;107232;10/04/2024;187;29;2;96,25;10,99;85,67;192,50;21,16;171,34;89,32;Vendedor Externo;Cartao
24983;107232;10/04/2024;187;30;2;213,10;0,77;211,45;426,20;3,30;422,90;197,76;Vendedor Externo;Cartao
24984;107233;10/04/2024;123;20;6;2207,01;3,71;2125,14;13242,06;491,24;12750,82;7373,33;Televendas;Cartao
24985;107233;10/04/2024;123;17;1;1251,77;6,51;1170,27;1251,77;81,50;1170,27;697,00;Televendas;Cartao
24986;107233;10/04/2024;123;6;6;358,43;5,69;338,03;2150,58;122,38;2028,20;1247,35;Televendas;Cartao
24987;107233;10/04/2024;123;23;2;2042,10;3,39;1972,95;4084,20;138,30;3945,90;2992,27;Televendas;
24988;107234;10/04/2024;40;2;1;149,40;0,00;149,40;149,40;0,00;149,40;79,99;Site;Antecipado
24989;107234;10/04/2024;40;27;2;62,40;6,06;58,62;124,80;7,56;117,24;57,91;Site;Antecipado
24990;107234;2024-04-10;40;10;6;359,05;1,54;353,51;2154,30;33,22;2121,08;1249,52;Site;Antecipado
24991;107235;2024-04-10;95;20;4;2207,01;4,25;2113,30;8828,04;374,83;8453,21;4915,55;Site;Boleto 30/60/90
24992;107235;10/04/2024;95;12;2;3017,53;1,48;2973,01;6035,06;89,04;5946,02;3818,62;Site;Boleto 30/60/90
24993;107235;10/04/2024;95;28;1;116,53;1,86;114,37;116,53;2,16;114,37;54,07;Site;Boleto 30/60/90
24994;107236;10/04/2024;118;34;6;428,50;14,83;364,94;2571,00;381,36;2189,64;1278,18;Televendas;PIX
24995;107236;10/04/2024;118;24;48;2050,30;15,14;1739,91;98414,40;14898,54;83515,86;72102,86;Televendas;PIX
24996;107236;10/04/2024;118;21;6;1330,44;17,50;1097,60;7982,64;1397,04;6585,60;5848,45;Televendas;PIX
24997;107236;10/04/2024;118;23;6;2042,10;14,55;1745,03;12252,60;1782,44;10470,16;8976,81;Televendas;PIX
24998;107236;10/04/2024;118;25;60;1618,05;14,18;1388,58;97083,00;13768,34;83314,66;71127,39;Televendas;PIX
24999;107236;10/04/2024;118;12;6;3017,53;18,48;2459,84;18105,18;3346,15;14759,03;11455,87;Televendas;PIX
25000;107237;10/04/2024;181;29;4;96,25;2,97;93,39;385,00;11,44;373,56;178,65;Vendedor Externo;PIX
25001;107237;2024-04-10;181;17;2;1251,77;5,26;1185,87;2503,54;131,80;2371,74;1394,00;Vendedor Externo;PIX
25002;107237;10/04/2024;181;38;1;1288,45;2,50;1256,18;1288,45;32,27;1256,18;664,28;Vendedor Externo;PIX
25003;107238;10/04/2024;83;33;2;537,85;0,00;537,85;1075,70;0,00;1075,70;534,78;Televendas;Boleto 30/60/90
25004;107238;10/04/2024;83;38;2;1288,45;8,33;1181,13;2576,90;214,65;2362,25;1328,56;Televendas;Boleto 30/60/90
25005;107239;10/04/2024;133;16;4;1747,20;10,39;1565,73;6988,80;725,88;6262,92;3891,44;Marketplace;Boleto 30/60/90
25006;107239;10/04/2024;133;28;4;116,53;12,78;101,63;466,12;59,58;406,54;216,29;Marketplace;Boleto 30/60/90
25007;107239;10/04/2024;133;7;2;439,55;7,00;408,78;879,10;61,54;817,56;509,88;Marketplace;Boleto 30/60/90
25008;107239;2024-04-10;133;35;2;808,52;8,16;742,58;1617,04;131,88;1485,16;803,91;Marketplace;Boleto 30/60/90
25009;107239;2024-04-10;133;33;2;537,85;6,95;500,49;1075,70;74,72;1000,98;534,78;Marketplace;Boleto 30/60/90
25010;107239;10/04/2024;133;36;4;1097,51;12,98;955,09;4390,04;569,69;3820,35;2263,35;Marketplace;Boleto 30/60/90
25011;107240;2024-04-11;117;40;1;365,46;;326,59;365,46;38,87;326,59;188,46;Vendedor Externo;Boleto 30
25012;107240;11/04/2024;117;19;6;536,90;4,77;511,31;3221,40;153,56;3067,84;1794,11;Vendedor Externo;Boleto 30
25013;107240;11/04/2024;117;27;6;62,40;10,81;55,65;374,40;40,49;333,91;173,76;Vendedor Externo;Boleto 30
25014;107241;11/04/2024;23;39;4;1299,96;8,18;1193,60;5199,84;425,43;4774,41;2681,46;Televendas;PIX
25015;107241;11/04/2024;23;37;2;1133,17;;1095,77;2266,34;74,80;2191,54;1168,70;Televendas;PIX
25016;107241;11/04/2024;23;19;2;536,90;2,39;524,09;1073,80;25,62;1048,18;598,04;Televendas;PIX
25017;107241;11/04/2024;23;6;4;358,43;5,29;339,48;1433,72;75,79;1357,93;831,75;Televendas;PIX
25018;107242;11/04/2024;98;8;4;323,11;12,34;283,25;1292,44;159,43;1133,01;749,79;Marketplace;Antecipado
25019;107242;11/04/2024;98;25;2;1618,05;14,03;1391,00;3236,10;454,11;2781,99;2371,44;Marketplace;Antecipado
25020;107242;11/04/2024;98;1;2;55,03;12,99;47,88;110,06;14,30;95,76;58,93;Marketplace;Antecipado
25021;107242;11/04/2024;98;5;4;95,32;13,64;82,32;381,28;51,99;329,29;204,17;Marketplace;Antecipado
25022;107243;2024-04-11;172;3;4;143,04;6,29;134,05;572,16;35,97;536,19;306,40;Televendas;Boleto 30/60/90
25023;107243;11/04/2024;172;20;1;2207,01;2,89;2143,26;2207,01;63,75;2143,26;1229,16;Televendas;Boleto 30/60/90
25024;107243;11/04/2024;172;29;6;96,25;8,59;87,98;577,50;49,59;527,91;268,03;Televendas;Boleto 30/60/90
25025;107243;2024-04-11;172;19;4;536,90;5,36;508,14;2147,60;115,04;2032,56;1196,07;Televendas;Boleto 30/60/90
25026;107243;11/04/2024;172;37;4;1133,17;6,25;1062,40;4532,68;283,08;4249,60;2337,41;Televendas;Boleto 30/60/90
25027;107244;11/04/2024;86;20;6;2207,01;16,55;1841,74;13242,06;2191,62;11050,44;7374,95;Site;Antecipado
25028;107244;2024-04-11;86;13;12;2116,74;18,43;1726,61;25400,88;4681,61;20719,27;16075,72;Site;Antecipado
25029;107244;11/04/2024;86;8;6;323,11;18,57;263,11;1938,66;359,99;1578,67;1124,68;Site;Antecipado
25030;107244;11/04/2024;86;23;24;2042,10;18,37;1666,96;49010,40;9003,42;40006,98;35915,15;Site;Antecipado
25031;107244;11/04/2024;86;4;12;69,76;18,03;57,19;837,12;150,90;686,22;448,31;Site;Antecipado
25032;107244;11/04/2024;86;40;60;365,46;15,83;307,61;21927,60;3470,84;18456,76;11307,65;Site;Antecipado
25033;107245;11/04/2024;94;33;1;537,85;1,73;528,54;537,85;9,31;528,54;267,45;Site;PIX
25034;107245;2024-04-11;94;22;1;1642,25;4,04;1575,90;1642,25;66,35;1575,90;1203,46;Site;PIX
25035;107246;11/04/2024;119;34;2;428,50;4,73;408,24;857,00;40,52;816,48;426,15;Televendas;Cartao
25036;107246;11/04/2024;119;12;1;3017,53;2,48;2942,85;3017,53;74,68;2942,85;1909,73;Televendas;Cartao
25037;107246;11/04/2024;119;3;1;143,04;1,33;141,14;143,04;1,90;141,14;76,60;Televendas;Cartao
25038;107246;11/04/2024;119;33;1;537,85;3,71;517,91;537,85;19,94;517,91;267,45;Televendas;Cartao
25039;107247;11/04/2024;34;6;6;358,43;8,03;329,64;2150,58;172,76;1977,82;1247,62;Site;Boleto 30
25040;107247;2024-04-11;34;5;2;95,32;3,60;91,88;190,64;6,87;183,77;102,09;Site;Boleto 30
25041;107247;11/04/2024;34;36;1;1097,51;4,97;1042,96;1097,51;54,55;1042,96;565,96;Site;Boleto 30
25042;107247;11/04/2024;34;37;2;1133,17;8,21;1040,10;2266,34;186,13;2080,21;1168,70;Site;Boleto 30
25043;107247;11/04/2024;34;31;4;604,39;0,95;598,63;2417,56;23,06;2394,50;1202,15;Site;Boleto 30
25044;107248;11/04/2024;1;33;1;537,85;2,54;524,20;537,85;13,65;524,20;267,45;Televendas;PIX
25045;107249;11/04/2024;32;40;6;365,46;4,95;347,38;2192,76;108,47;2084,29;1130,77;Site;Boleto 30/60/90
25046;107249;11/04/2024;32;29;1;96,25;1,37;94,93;96,25;1,32;94,93;44,67;Site;Boleto 30/60/90
25047;107250;11/04/2024;53;20;1;2207,01;5,44;2086,89;2207,01;120,12;2086,89;1229,16;Marketplace;PIX
25048;107250;11/04/2024;53;10;6;359,05;6,97;334,04;2154,30;150,08;2004,22;1249,79;Marketplace;PIX
25049;107250;2024-04-11;53;19;1;536,90;13,58;464,00;536,90;72,90;464,00;299,02;Marketplace;PIX
25050;107251;11/04/2024;63;26;4;225,73;0,11;225,47;902,92;1,03;901,89;419,06;Televendas;Boleto 30
25051;107252;11/04/2024;94;5;1;95,32;0,00;95,32;95,32;0,00;95,32;51,04;Televendas;Boleto 30/60/90
25052;107252;2024-04-11;94;8;1;323,11;0,01;323,07;323,11;0,04;323,07;187,45;Televendas;Boleto 30/60/90
25053;107252;11/04/2024;94;22;1;1642,25;5,55;1551,06;1642,25;91,19;1551,06;1203,46;Televendas;Boleto 30/60/90
25054;107252;11/04/2024;94;31;2;604,39;0,00;604,39;1208,78;0,00;1208,78;601,08;Televendas;Boleto 30/60/90
25055;107253;2024-04-11;161;23;4;2042,10;0,00;2042,10;8168,40;0,00;8168,40;5985,86;Televendas;Boleto 30/60/90
25056;107253;2024-04-11;161;2;4;149,40;9,48;135,24;597,60;56,62;540,98;320,01;Televendas;Boleto 30/60/90
25057;107253;11/04/2024;161;28;2;116,53;5,19;110,48;233,06;12,10;220,96;108,17;Televendas;Boleto 30/60/90
25058;107253;11/04/2024;161;24;2;2050,30;10,25;1840,08;4100,60;420,44;3680,16;3004,95;Televendas;Boleto 30/60/90
25059;107253;11/04/2024;161;25;1;1618,05;5,88;1522,95;1618,05;95,10;1522,95;1185,72;Televendas;Boleto 30/60/90
25060;107254;11/04/2024;164;27;6;62,40;11,85;55,01;374,40;44,36;330,04;173,76;Site;Cartao
25061;107254;2024-04-11;164;3;12;143,04;5,14;135,68;1716,48;88,27;1628,21;919,21;Site;Cartao
25062;107254;11/04/2024;164;14;2;2797,54;9,62;2528,52;5595,08;538,04;5057,04;3541,01;Site;Cartao
25063;107255;11/04/2024;86;30;6;213,10;18,09;174,55;1278,60;231,32;1047,28;593,40;Site;Boleto 30/60/90
25064;107255;2024-04-11;86;8;6;323,11;18,89;262,07;1938,66;366,26;1572,40;1124,68;Site;Boleto 30/60/90
25065;107255;11/04/2024;86;31;48;604,39;18,93;489,96;29010,72;5492,67;23518,05;14425,83;Site;Boleto 30/60/90
25066;107255;11/04/2024;86;19;6;536,90;15,85;451,82;3221,40;510,49;2710,91;1794,11;Site;Boleto 30/60/90
25067;107255;11/04/2024;86;40;24;365,46;15,38;309,24;8771,04;1349,29;7421,75;4523,06;Site;Boleto 30/60/90
25068;107255;11/04/2024;86;17;48;1251,77;15,68;1055,46;60084,96;9423,06;50661,90;33463,35;Site;Boleto 30/60/90
25069;107255;2024-04-11;86;6;12;358,43;16,35;299,83;4301,16;703,24;3597,92;2495,24;Site;Boleto 30/60/90
25070;107255;2024-04-11;86;18;24;1984,97;18,26;1622,52;47639,28;8698,78;38940,50;26531,93;Site;Boleto 30/60/90
25071;107256;11/04/2024;35;9;1;510,31;1,66;501,84;510,31;8,47;501,84;296,05;Site;Boleto 30/60/90
25072;107256;11/04/2024;35;5;1;95,32;2,05;93,36;95,32;1,96;93,36;51,04;Site;Boleto 30/60/90
25073;107256;11/04/2024;35;2;4;149,40;2,46;145,72;597,60;14,73;582,87;320,01;Site;Boleto 30/60/90
25074;107256;2024-04-11;35;33;2;537,85;4,38;514,29;1075,70;47,11;1028,59;534,90;Site;Boleto 30/60/90
25075;107257;11/04/2024;28;27;4;62,40;1,66;61,36;249,60;4,15;245,45;115,84;Marketplace;Boleto 30/60/90
25076;107257;11/04/2024;28;12;2;3017,53;4,69;2875,87;6035,06;283,32;5751,74;3819,46;Marketplace;Boleto 30/60/90
25077;107258;2024-04-11;142;40;12;365,46;10,26;327,98;4385,52;449,77;3935,75;2261,53;Vendedor Externo;Boleto 30/60/90
25078;107258;2024-04-11;142;11;6;2101,99;9,89;1894,05;12611,94;1247,67;11364,27;7981,82;Vendedor Externo;Boleto 30/60/90
25079;107258;11/04/2024;142;18;2;1984,97;8,00;1826,22;3969,94;317,49;3652,45;2210,99;Vendedor Externo;Boleto 30/60/90
25080;107258;2024-04-11;142;36;4;1097,51;4,76;1045,22;4390,04;209,15;4180,89;2263,85;Vendedor Externo;Boleto 30/60/90
25081;107259;2024-04-11;78;38;1;1288,45;0,57;1281,16;1288,45;7,29;1281,16;664,43;Televendas;Boleto 30/60/90
25082;107259;11/04/2024;78;29;1;96,25;7,85;88,70;96,25;7,55;88,70;44,67;Televendas;Boleto 30/60/90
25083;107259;11/04/2024;78;3;2;143,04;6,11;134,30;286,08;17,47;268,61;153,20;Televendas;Boleto 30/60/90
25084;107259;11/04/2024;78;24;2;2050,30;0,97;2030,31;4100,60;39,98;4060,62;3004,95;Televendas;Boleto 30/60/90
25085;107260;11/04/2024;134;17;1;1251,77;7,63;1156,30;1251,77;95,47;1156,30;697,15;Televendas;PIX
25086;107261;11/04/2024;80;35;6;808,52;1,73;794,52;4851,12;83,98;4767,14;2412,27;Site;Boleto 30/60/90
25087;107261;2024-04-11;80;28;6;116,53;2,09;114,10;699,18;14,60;684,58;324,50;Site;Boleto 30/60/90
25088;107261;11/04/2024;80;11;6;2101,99;5,93;1977,33;12611,94;747,95;11863,99;7981,82;Site;Boleto 30/60/90
25089;107261;11/04/2024;80;5;2;95,32;4,88;90,67;190,64;9,31;181,33;102,09;Site;
25090;107261;11/04/2024;80;21;2;1330,44;6,72;1241,06;2660,88;178,76;2482,12;1949,91;Site;Boleto 30/60/90
25091;107262;11/04/2024;169;29;6;96,25;7,72;88,82;577,50;44,61;532,89;268,03;Site;Boleto 30/60/90
25092;107262;11/04/2024;169;40;1;365,46;7,15;339,33;365,46;26,13;339,33;188,46;Site;Boleto 30/60/90
25093;107262;11/04/2024;169;9;4;510,31;5,84;480,51;2041,24;119,18;1922,06;1184,20;Site;Boleto 30/60/90
25094;107262;2024-04-11;169;3;4;143,04;6,52;133,71;572,16;37,32;534,84;306,40;Site;Boleto 30/60/90
25095;107263;11/04/2024;95;30;2;213,10;0,00;213,10;426,20;0,00;426,20;197,80;Vendedor Externo;Boleto 14
25096;107263;11/04/2024;95;40;1;365,46;1,38;360,41;365,46;5,05;360,41;188,46;Vendedor Externo;Boleto 14
25097;107263;11/04/2024;95;35;1;808,52;5,75;762,06;808,52;46,46;762,06;402,04;Vendedor Externo;Boleto 14
25098;107263;2024-04-11;95;39;4;1299,96;3,97;1248,29;5199,84;206,66;4993,18;2681,46;Vendedor Externo;Boleto 14
25099;107264;11/04/2024;32;39;2;1299,96;5,07;1234,03;2599,92;131,87;2468,05;1340,73;Marketplace;Boleto 14
25100;107264;11/04/2024;32;19;1;536,90;;514,14;536,90;22,76;514,14;299,02;Marketplace;Boleto 14
25101;107265;2024-04-11;36;32;2;463,15;;443,70;926,30;38,89;887,41;460,62;Site;Boleto 30/60/90
25102;107265;2024-04-11;36;12;4;3017,53;5,35;2856,09;12070,12;645,76;11424,36;7638,93;Site;Boleto 30/60/90
25103;107265;2024-04-11;36;3;2;143,04;5,10;135,75;286,08;14,59;271,49;153,20;Site;Boleto 30/60/90
25104;107265;2024-04-11;36;18;1;1984,97;4,45;1896,64;1984,97;88,33;1896,64;1105,50;Site;Boleto 30/60/90
25105;107266;11/04/2024;145;6;2;358,43;14,60;306,09;716,86;104,69;612,17;415,87;Televendas;Boleto 30/60/90
25106;107266;11/04/2024;145;30;6;213,10;16,28;178,41;1278,60;208,15;1070,45;593,40;Televendas;Boleto 30/60/90
25107;107266;2024-04-11;145;2;4;149,40;16,30;125,05;597,60;97,39;500,21;320,01;Televendas;Boleto 30/60/90
25108;107266;11/04/2024;145;38;2;1288,45;13,81;1110,50;2576,90;355,89;2221,01;1328,86;Televendas;Boleto 30/60/90
25109;107267;11/04/2024;169;39;4;1299,96;8,17;1193,70;5199,84;425,03;4774,81;2681,46;Televendas;PIX
25110;107267;11/04/2024;169;28;6;116,53;5,18;110,49;699,18;36,23;662,95;324,50;Televendas;PIX
25111;107267;2024-04-11;169;15;1;1930,27;3,60;1860,71;1930,27;69,56;1860,71;1221,63;Televendas;PIX
25112;107267;11/04/2024;169;12;4;3017,53;6,85;2810,71;12070,12;827,27;11242,85;7638,93;Televendas;PIX
25113;107267;11/04/2024;169;7;2;439,55;9,32;398,60;879,10;81,89;797,21;510,00;Televendas;PIX
25114;107268;11/04/2024;97;12;2;3017,53;0,00;3017,53;6035,06;0,00;6035,06;3819,46;Televendas;Boleto 30
25115;107268;11/04/2024;97;19;4;536,90;4,22;514,24;2147,60;90,65;2056,95;1196,07;Televendas;Boleto 30
25116;107268;2024-04-11;97;15;1;1930,27;6,10;1812,60;1930,27;117,67;1812,60;1221,63;Televendas;Boleto 30
25117;107268;11/04/2024;97;9;1;510,31;2,06;499,78;510,31;10,53;499,78;296,05;Televendas;Boleto 30
25118;107269;12/04/2024;152;25;1;1618,05;5,83;1523,80;1618,05;94,25;1523,80;1190,63;Televendas;Boleto 30/60/90
25119;107269;2024-04-12;152;13;2;2116,74;2,06;2073,03;4233,48;87,42;4146,06;2690,39;Televendas;Boleto 30/60/90
25120;107269;12/04/2024;152;37;2;1133,17;3,34;1095,31;2266,34;75,72;2190,62;1173,55;Televendas;Boleto 30/60/90
25121;107269;2024-04-12;152;18;2;1984,97;3,54;1914,77;3969,94;140,39;3829,55;2220,16;Televendas;Boleto 30/60/90
25122;107270;12/04/2024;58;1;1;55,03;5,54;51,98;55,03;3,05;51,98;29,59;Televendas;Boleto 30/60/90
25123;107270;12/04/2024;58;28;2;116,53;6,18;109,33;233,06;14,40;218,66;108,62;Televendas;Boleto 30/60/90
25124;107271;2024-04-12;136;33;12;537,85;14,80;458,25;6454,20;955,26;5498,94;3222,71;Site;Cartao
25125;107271;12/04/2024;136;2;12;149,40;10,25;134,09;1792,80;183,72;1609,08;964,02;Site;Cartao
25126;107271;12/04/2024;136;38;12;1288,45;14,87;1096,84;15461,40;2299,33;13162,07;8006,19;Site;Cartao
25127;107271;12/04/2024;136;17;2;1251,77;10,90;1115,31;2503,54;272,91;2230,63;1400,09;Site;Cartao
25128;107271;12/04/2024;136;29;12;96,25;9,22;87,37;1155,00;106,53;1048,47;538,28;Site;Cartao
25129;107272;12/04/2024;20;20;2;2207,01;2,71;2147,26;4414,02;119,50;4294,52;2468,51;Televendas;Boleto 30
25130;107272;12/04/2024;20;23;4;2042,10;7,50;1888,99;8168,40;612,42;7555,98;6010,67;Televendas;Boleto 30
25131;107273;12/04/2024;76;18;2;1984,97;3,37;1918,00;3969,94;133,93;3836,01;2220,16;Televendas;PIX
25132;107273;2024-04-12;76;27;1;62,40;3,32;60,33;62,40;2,07;60,33;29,08;Televendas;PIX
25133;107273;2024-04-12;76;21;1;1330,44;4,64;1268,71;1330,44;61,73;1268,71;979,00;Televendas;PIX
25134;107273;12/04/2024;76;35;2;808,52;8,11;742,96;1617,04;131,12;1485,92;807,42;Televendas;PIX
25135;107274;2024-04-12;53;22;4;1642,25;9,68;1483,36;6569,00;635,57;5933,43;4833,78;Televendas;Boleto 14
25136;107274;2024-04-12;53;31;4;604,39;9,06;549,64;2417,56;219,00;2198,56;1207,14;Televendas;Boleto 14
25137;107274;12/04/2024;53;25;6;1618,05;8,18;1485,67;9708,30;794,28;8914,02;7143,80;Televendas;Boleto 14
25138;107275;12/04/2024;26;3;2;143,04;4,74;136,26;286,08;13,56;272,52;153,84;Marketplace;PIX
25139;107275;12/04/2024;26;37;1;1133,17;5,10;1075,40;1133,17;57,77;1075,40;586,77;Marketplace;PIX
25140;107275;12/04/2024;26;22;2;1642,25;3,21;1589,52;3284,50;105,46;3179,04;2416,89;Marketplace;PIX
25141;107276;12/04/2024;173;2;4;149,40;8,48;136,74;597,60;50,66;546,94;321,34;Site;Cartao
25142;107276;12/04/2024;173;3;12;143,04;13,06;124,37;1716,48;224,09;1492,39;923,02;Site;Cartao
25143;107276;12/04/2024;173;19;4;536,90;7,66;495,76;2147,60;164,55;1983,05;1201,03;Site;Cartao
25144;107276;12/04/2024;173;14;12;2797,54;6,67;2610,87;33570,48;2239,99;31330,49;21334,12;Site;Cartao
25145;107276;12/04/2024;173;8;4;323,11;7,91;297,55;1292,44;102,24;1190,20;752,90;Site;Cartao
25146;107277;12/04/2024;155;26;4;225,73;7,22;209,42;902,92;65,23;837,69;420,80;Televendas;Boleto 30
25147;107277;2024-04-12;155;34;1;428,50;8,18;393,45;428,50;35,05;393,45;213,96;Televendas;Boleto 30
25148;107278;12/04/2024;170;28;1;116,53;5,67;109,92;116,53;6,61;109,92;54,31;Vendedor Externo;Boleto 30/60/90
25149;107278;12/04/2024;170;26;1;225,73;2,52;220,05;225,73;5,68;220,05;105,20;Vendedor Externo;Boleto 30/60/90
25150;107278;12/04/2024;170;16;1;1747,20;3,20;1691,25;1747,20;55,95;1691,25;977,11;Vendedor Externo;Boleto 30/60/90
25151;107279;12/04/2024;15;9;24;510,31;12,23;447,88;12247,44;1498,32;10749,12;7134,64;Televendas;Boleto 30
25152;107279;12/04/2024;15;18;60;1984,97;16,52;1657,14;119098,20;19669,78;99428,42;66604,80;Televendas;Boleto 30
25153;107279;12/04/2024;15;38;24;1288,45;7,07;1197,32;30922,80;2187,06;28735,74;16012,37;Televendas;Boleto 30
25154;107279;2024-04-12;15;39;24;1299,96;16,89;1080,39;31199,04;5269,62;25929,42;16155,45;Televendas;Boleto 30
25155;107280;2024-04-12;127;36;4;1097,51;5,12;1041,30;4390,04;224,86;4165,18;2273,23;Vendedor Externo;Boleto 30
25156;107280;2024-04-12;127;27;6;62,40;10,44;55,88;374,40;39,09;335,31;174,48;Vendedor Externo;Boleto 30
25157;107280;12/04/2024;127;23;1;2042,10;8,28;1873,01;2042,10;169,09;1873,01;1502,67;Vendedor Externo;Boleto 30
25158;107280;2024-04-12;127;7;1;439,55;3,02;426,26;439,55;13,29;426,26;256,05;Vendedor Externo;Boleto 30
25159;107281;12/04/2024;82;37;6;1133,17;4,43;1082,92;6799,02;301,51;6497,51;3520,65;Site;Boleto 30/60/90
25160;107281;12/04/2024;82;6;1;358,43;5,86;337,41;358,43;21,02;337,41;208,80;Site;Boleto 30/60/90
25161;107281;12/04/2024;82;23;4;2042,10;4,69;1946,28;8168,40;383,28;7785,12;6010,67;Site;Boleto 30/60/90
25162;107281;2024-04-12;82;2;2;149,40;6,94;139,04;298,80;20,72;278,08;160,67;Site;Boleto 30/60/90
25163;107281;12/04/2024;82;15;1;1930,27;2,97;1872,86;1930,27;57,41;1872,86;1226,69;Site;Boleto 30/60/90
25164;107282;12/04/2024;91;26;2;225,73;2,77;219,48;451,46;12,50;438,96;210,40;Site;PIX
25165;107282;12/04/2024;91;31;2;604,39;3,85;581,12;1208,78;46,54;1162,24;603,57;Site;PIX
25166;107283;12/04/2024;185;11;2;2101,99;1,63;2067,64;4203,98;68,70;4135,28;2671,64;Marketplace;Boleto 30
25167;107283;2024-04-12;185;16;6;1747,20;3,82;1680,53;10483,20;400,03;10083,17;5862,65;Marketplace;Boleto 30
25168;107283;2024-04-12;185;27;1;62,40;4,66;59,49;62,40;2,91;59,49;29,08;Marketplace;Boleto 30
25169;107284;12/04/2024;69;33;2;537,85;4,66;512,80;1075,70;50,11;1025,59;537,12;Site;Boleto 30
25170;107284;12/04/2024;69;17;2;1251,77;7,24;1161,08;2503,54;181,38;2322,16;1400,09;Site;Boleto 30
25171;107284;2024-04-12;69;20;1;2207,01;0,00;2207,01;2207,01;0,00;2207,01;1234,25;Site;Boleto 30
25172;107284;2024-04-12;69;27;2;62,40;0,04;62,37;124,80;0,05;124,75;58,16;Site;Boleto 30
25173;107285;12/04/2024;179;6;6;358,43;8,79;326,91;2150,58;189,12;1961,46;1252,79;Televendas;Cartao
25174;107285;2024-04-12;179;38;2;1288,45;9,70;1163,53;2576,90;249,84;2327,06;1334,36;Televendas;Cartao
25175;107285;12/04/2024;179;29;2;96,25;4,69;91,74;192,50;9,02;183,48;89,71;Televendas;Cartao
25176;107285;12/04/2024;179;2;12;149,40;6,26;140,05;1792,80;112,22;1680,58;964,02;Televendas;Cartao
25177;107285;12/04/2024;179;17;6;1251,77;14,39;1071,68;7510,62;1080,54;6430,08;4200,26;Televendas;Cartao
25178;107285;12/04/2024;179;31;2;604,39;13,34;523,75;1208,78;161,27;1047,51;603,57;Televendas;Cartao
25179;107285;12/04/2024;179;30;12;213,10;8,37;195,25;2557,20;214,16;2343,04;1191,72;Televendas;Cartao
25180;107286;12/04/2024;149;30;1;213,10;5,13;202,16;213,10;10,94;202,16;99,31;Site;Boleto 30/60/90
25181;107286;12/04/2024;149;31;1;604,39;2,74;587,82;604,39;16,57;587,82;301,78;Site;Boleto 30/60/90
25182;107287;12/04/2024;57;37;2;1133,17;5,21;1074,14;2266,34;118,06;2148,28;1173,55;Vendedor Externo;Boleto 30
25183;107287;12/04/2024;57;40;1;365,46;9,21;331,78;365,46;33,68;331,78;189,24;Vendedor Externo;Boleto 30
